0:-0,305964,5,097200,16,860338
0:-0,152682,2,836302,9,426198
0:-0,382604,2,951263,9,809402
0:-0,191003,3,104544,9,694440
0:-0,650847,3,027904,9,886042
0:-0,497565,2,912942,9,809402
0:-0,574206,2,606380,9,732760
0:-0,650847,2,797982,9,732760
0:-0,957409,2,491419,9,387877
0:-0,497565,2,146536,8,966354
0:-0,420925,2,299818,9,311237
0:-0,612526,2,069896,9,809402
0:-0,765808,1,725013,10,307566
0:-0,842448,1,916614,10,767409
0:-0,191003,2,414778,10,805729
0:0,077239,2,453099,10,345885
0:0,268841,2,376458,10,039323
0:0,575403,2,261497,9,502839
0:0,996927,2,261497,9,272917
0:0,920286,2,414778,9,311237
0:1,265169,2,223177,9,272917
0:1,763333,1,571732,9,426198
0:2,184857,0,422122,11,150612
0:2,606380,-0,727487,11,495495
0:2,376458,-1,838776,10,077643
0:2,568060,-2,911745,9,196277
0:2,414778,-3,754792,9,502839
0:2,414778,-4,176315,10,614128
0:1,916614,-3,486550,11,418855
0:1,610052,-1,762136,12,031980
0:1,380130,-0,535886,11,955338
0:0,920286,-0,420925,10,460847
0:0,498763,-1,225651,9,081315
0:1,035247,0,153880,9,119636
0:1,380130,-0,574206,10,729089
0:1,839974,-0,765808,11,035651
0:2,108216,-0,305964,10,460847
0:1,839974,-0,765808,9,234596
0:1,456771,-0,650847,9,119636
0:1,533411,-0,497565,9,157956
0:1,725013,-0,382604,9,157956
0:1,150208,-0,267643,12,338542
0:1,380130,-0,344284,11,303893
0:1,878294,0,268841,12,568463
0:2,031575,0,767005,11,763737
0:1,533411,1,341810,10,959011
0:1,533411,0,805325,11,380534
0:1,686692,0,728685,10,882370
0:1,725013,0,767005,9,426198
0:1,418450,0,767005,10,077643
0:1,418450,0,383802,10,115964
0:1,801653,0,767005,10,575808
0:2,529739,1,571732,10,614128
0:3,334466,1,303489,10,230925
0:4,062552,1,456771,9,694440
0:3,985911,1,303489,10,997331
0:3,679349,1,265169,11,993659
0:3,602708,1,188528,11,687097
0:3,641028,0,460443,10,844049
0:3,870950,0,652044,10,230925
0:3,641028,0,767005,9,502839
0:3,985911,0,307161,8,659792
0:4,599036,0,230521,8,123307
0:5,212161,0,153880,8,314909
0:5,288802,0,038919,8,353230
0:5,250482,0,422122,9,004675
0:5,786966,0,767005,10,154284
0:6,783294,0,307161,11,763737
0:6,591692,-0,229323,12,070300
0:6,016888,-0,574206,11,533815
0:5,595365,0,038919,10,959011
0:5,135520,-0,191003,10,154284
0:4,522396,-0,344284,9,272917
0:4,330794,-0,535886,9,004675
0:4,330794,-0,650847,9,311237
0:4,560716,-0,650847,9,732760
0:4,637357,-0,574206,9,924362
0:4,905599,-0,650847,10,422526
0:4,828958,-0,804128,10,690768
0:4,484076,-0,804128,11,112292
0:3,947591,-0,804128,11,380534
0:3,794310,-1,034050,11,418855
0:3,870950,-0,957409,10,844049
0:3,755989,-1,110690,10,690768
0:3,641028,-0,995729,10,384206
0:3,372786,-1,225651,10,154284
0:3,372786,-1,455573,10,192604
0:3,219505,-1,302292,10,422526
0:3,142864,-1,417253,10,575808
0:3,066224,-1,340612,10,499166
0:2,797982,-1,493893,10,269245
0:2,874622,-1,417253,10,077643
0:2,759661,-0,995729,9,732760
0:2,491419,-0,459245,9,234596
0:2,683021,-0,842448,9,694440
0:2,989583,-1,340612,10,575808
0:3,181185,-1,685495,10,882370
0:2,989583,-1,263972,10,460847
0:2,797982,-1,149011,10,039323
0:2,261497,-1,493893,9,771081
0:1,839974,-1,762136,9,157956
0:1,265169,-1,187331,8,928034
0:1,495091,-0,957409,8,813073
0:2,069896,-0,842448,9,656120
0:2,376458,-0,459245,10,690768
0:2,299818,0,115560,10,920691
0:1,456771,0,077239,10,039323
0:0,767005,-0,382604,9,196277
0:0,422122,-0,497565,9,042995
0:0,077239,-0,267643,9,004675
0:-0,076042,0,077239,9,579479
0:-0,191003,0,345482,10,882370
0:-0,459245,0,537083,11,418855
0:-0,957409,0,115560,10,690768
0:-1,340612,-0,229323,9,349558
0:-2,107018,-0,267643,8,966354
0:-2,490222,-0,229323,9,311237
0:-2,873425,0,230521,9,656120
0:-2,873425,0,345482,9,541159
0:-2,490222,0,268841,9,464519
0:-2,413581,0,460443,9,617800
0:-1,877097,0,652044,9,502839
0:-1,685495,0,767005,9,617800
0:-1,877097,0,958607,9,694440
0:-2,451901,1,035247,10,077643
0:-3,103347,1,226849,10,729089
0:-3,716472,1,418450,11,035651
0:-4,482878,1,265169,10,729089
0:-4,789440,1,150208,10,537487
0:-4,406237,0,881966,10,882370
0:-4,099675,0,728685,10,767409
0:-4,214636,0,460443,10,230925
0:-2,605182,0,460443,9,847721
0:-1,953737,0,268841,9,426198
0:-1,647175,0,843646,9,847721
0:-1,417253,0,767005,9,886042
0:-2,221979,1,073568,9,924362
0:-2,528542,1,265169,9,886042
0:-3,218307,1,648372,10,269245
0:-3,601511,1,610052,10,230925
0:-3,524870,2,108216,10,422526
0:-2,911745,2,491419,10,652448
0:-2,528542,2,568060,11,150612
0:-2,107018,1,954935,10,959011
0:-1,647175,1,111888,11,457174
0:-1,455573,0,958607,11,610456
0:-1,800456,1,495091,11,227253
0:-1,877097,1,839974,10,345885
0:-2,336940,1,916614,9,924362
0:-2,413581,1,571732,9,656120
0:-2,221979,1,686692,9,809402
0:-2,413581,1,954935,9,962683
0:-2,145339,2,299818,10,345885
0:-1,378932,2,453099,10,844049
0:-0,804128,2,529739,11,878698
0:-0,382604,2,414778,12,530144
0:-0,535886,1,954935,12,376863
0:-0,919089,1,878294,11,763737
0:-1,263972,2,261497,10,575808
0:-1,302292,2,683021,5,862409
0:-2,336940,2,721341,9,809402
0:-2,643503,2,299818,9,272917
0:-2,221979,2,836302,10,230925
0:-2,336940,3,142864,10,384206
0:-2,183659,3,104544,10,345885
0:-1,800456,2,759661,10,537487
0:-1,417253,2,797982,9,809402
0:-1,378932,3,066224,9,311237
0:-0,919089,3,066224,9,081315
0:-0,995729,3,066224,9,464519
