0:-5,019362,11,266770,5,364245
0:-1,800456,2,338138,9,694440
0:-2,145339,2,376458,9,732760
0:-2,107018,2,184857,9,809402
0:-2,030378,2,223177,9,886042
0:-1,992057,2,338138,9,809402
0:-2,221979,2,299818,9,924362
0:-2,260300,2,338138,9,732760
0:-2,413581,2,568060,9,617800
0:-2,490222,2,414778,9,656120
0:-3,141667,2,529739,9,579479
0:-3,524870,2,529739,9,617800
0:-3,869753,2,453099,9,617800
0:-4,559518,2,529739,9,771081
0:-4,904401,2,568060,9,541159
0:-5,785769,2,299818,9,694440
0:-6,168972,1,993255,9,579479
0:-6,513855,1,839974,9,694440
0:-7,012018,1,571732,9,732760
0:-7,012018,1,380130,9,771081
0:-6,973698,1,265169,9,809402
0:-6,628815,1,150208,9,541159
0:-6,667136,0,881966,9,656120
0:-6,245612,0,996927,9,426198
0:-6,207292,0,996927,9,617800
0:-5,939050,1,073568,10,039323
0:-5,517526,1,188528,10,230925
0:-5,057683,1,571732,10,575808
0:-4,827761,1,341810,10,384206
0:-4,176315,1,188528,10,460847
0:-3,908073,1,111888,10,460847
0:-3,371589,1,035247,10,307566
0:-3,333268,1,188528,10,192604
0:-3,333268,0,958607,10,230925
0:-3,678151,1,073568,10,039323
0:-3,984714,1,150208,9,847721
0:-4,406237,1,150208,9,694440
0:-4,367917,0,805325,9,579479
0:-4,329597,0,537083,9,502839
0:-4,061354,0,613724,9,694440
0:-3,984714,0,498763,9,771081
0:-3,256628,0,345482,9,924362
0:-2,643503,0,230521,10,345885
0:-1,723815,0,000599,10,767409
0:-1,455573,0,307161,10,997331
0:-1,378932,0,230521,11,073972
0:-1,800456,0,307161,10,882370
0:-2,375261,0,115560,10,499166
0:-2,221979,0,115560,10,614128
0:-2,183659,0,153880,10,307566
0:-1,877097,-0,152682,10,230925
0:-1,570534,-0,305964,10,192604
0:-1,034050,-0,267643,10,307566
0:-0,152682,-0,191003,10,115964
0:0,345482,-0,076042,10,115964
0:0,460443,0,153880,9,962683
0:0,422122,0,077239,10,269245
0:0,383802,0,038919,10,192604
0:0,153880,-0,114362,10,614128
0:0,153880,-0,114362,10,959011
0:0,268841,-0,420925,10,882370
0:0,307161,-0,650847,10,997331
0:0,383802,-0,880768,10,690768
0:0,537083,-1,110690,10,575808
0:0,537083,-0,842448,10,614128
0:0,652044,-1,187331,10,652448
0:0,805325,-0,765808,10,729089
0:1,188528,-0,804128,10,767409
0:1,188528,-0,842448,10,882370
0:1,610052,-0,535886,11,035651
0:1,648372,-0,612526,10,767409
0:1,456771,-0,650847,10,844049
0:1,456771,-0,765808,10,844049
0:0,996927,-0,765808,10,844049
0:1,188528,-0,727487,10,844049
0:1,073568,-0,689167,10,690768
0:1,226849,-0,804128,10,805729
0:1,686692,-0,497565,10,997331
0:1,916614,-0,727487,10,844049
0:2,453099,-0,650847,10,575808
0:2,683021,-0,574206,10,537487
0:2,299818,-0,689167,10,422526
0:2,184857,-0,574206,10,384206
0:2,223177,-0,574206,10,499166
0:1,725013,-0,344284,10,422526
0:1,495091,-0,114362,10,537487
0:1,418450,-0,229323,10,307566
0:1,035247,-0,382604,10,230925
0:1,188528,-0,497565,10,384206
0:1,265169,-0,382604,10,384206
0:1,418450,-0,229323,10,307566
0:1,495091,-0,459245,10,307566
0:1,533411,-0,497565,10,422526
0:1,571732,-0,229323,10,422526
0:1,341810,-0,037722,10,115964
0:1,648372,-0,191003,10,039323
