0:0,422122,2,414778,9,962683
0:0,537083,2,453099,9,694440
0:0,575403,2,376458,9,656120
0:0,537083,2,644700,9,732760
0:0,575403,2,606380,9,809402
0:0,498763,2,529739,9,732760
0:0,537083,2,414778,9,847721
0:0,422122,2,529739,9,847721
0:0,498763,2,223177,10,077643
0:0,652044,2,338138,10,077643
0:0,652044,2,414778,9,732760
0:0,728685,2,299818,10,039323
0:0,767005,2,453099,9,847721
0:1,380130,2,453099,9,847721
0:1,188528,2,108216,10,001003
0:1,571732,2,261497,10,077643
0:1,495091,2,184857,9,886042
0:1,226849,2,376458,10,001003
0:1,380130,2,453099,9,962683
0:1,418450,2,299818,10,115964
0:1,418450,2,338138,9,962683
0:1,571732,2,376458,10,154284
0:1,571732,2,606380,10,077643
0:1,801653,2,261497,10,230925
0:2,069896,2,529739,10,269245
0:2,376458,1,993255,10,345885
0:2,261497,2,376458,10,729089
0:2,759661,2,338138,10,767409
0:3,066224,2,108216,10,920691
0:3,334466,2,184857,10,959011
0:3,717669,1,993255,11,227253
0:3,755989,2,261497,11,150612
0:3,794310,2,223177,11,073972
0:4,024231,2,069896,10,690768
0:3,909271,1,839974,10,614128
0:3,909271,1,763333,10,384206
0:3,526067,1,725013,10,460847
0:3,602708,1,456771,10,039323
0:3,755989,1,226849,10,039323
0:3,564388,1,456771,9,886042
0:3,641028,1,303489,9,694440
0:3,985911,1,418450,9,656120
0:4,484076,1,303489,9,579479
0:4,713997,1,150208,9,541159
0:5,173841,1,188528,9,579479
0:5,058880,0,958607,9,426198
0:4,828958,1,150208,9,426198
0:4,637357,1,035247,9,464519
0:4,177513,1,188528,9,349558
0:3,717669,1,035247,9,502839
0:3,679349,0,958607,9,464519
0:3,641028,0,920286,9,656120
0:3,602708,0,996927,9,694440
0:3,717669,1,035247,9,732760
0:3,755989,0,996927,10,039323
0:3,449427,0,920286,9,962683
0:3,066224,0,996927,10,345885
0:2,797982,0,805325,10,307566
0:2,184857,0,767005,10,499166
0:1,648372,0,805325,10,614128
0:1,763333,1,073568,10,614128
0:1,456771,1,188528,10,997331
0:1,763333,1,035247,11,418855
0:2,453099,1,111888,11,227253
0:2,836302,1,035247,11,303893
0:2,989583,1,111888,11,035651
0:3,181185,0,843646,11,035651
0:2,989583,0,843646,11,073972
0:2,606380,0,728685,11,035651
0:2,414778,0,652044,10,997331
0:2,069896,0,690364,11,150612
0:2,184857,0,537083,10,959011
0:1,878294,0,575403,11,150612
0:1,954935,0,652044,10,997331
0:1,954935,0,307161,10,959011
0:2,338138,0,268841,11,303893
0:2,951263,0,345482,11,073972
0:2,951263,0,652044,10,920691
0:2,721341,0,575403,10,997331
0:2,338138,0,498763,10,729089
0:2,146536,0,767005,10,882370
0:1,878294,0,537083,10,920691
0:1,763333,0,192200,10,537487
0:1,456771,0,153880,10,767409
0:1,533411,-0,037722,10,690768
0:1,188528,-0,037722,10,345885
0:0,728685,-0,497565,10,001003
0:0,038919,-0,689167,9,809402
0:-0,191003,-0,574206,9,924362
0:-0,765808,-0,114362,9,809402
0:-0,957409,-0,229323,9,962683
0:-1,378932,0,307161,10,269245
0:-1,915417,0,537083,10,269245
0:-2,413581,0,422122,10,039323
0:-2,566862,0,613724,9,732760
0:-2,796784,0,345482,9,426198
0:-3,294948,0,153880,8,889713
0:-3,179987,0,230521,8,698112
0:-3,294948,0,537083,8,583151
0:-2,911745,0,115560,8,851394
0:-3,333268,0,307161,8,928034
0:-3,448229,0,920286,9,157956
0:-3,256628,1,035247,9,617800
0:-3,601511,1,571732,10,039323
0:-3,333268,1,801653,10,154284
0:-3,103347,1,686692,10,230925
0:-2,490222,1,993255,10,422526
0:-1,915417,2,146536,10,460847
0:-1,532214,2,108216,10,269245
0:-1,723815,2,146536,10,039323
0:-1,877097,1,954935,9,771081
0:-2,221979,1,954935,9,809402
0:-2,643503,2,069896,9,771081
0:-2,758464,2,261497,9,732760
0:-3,103347,2,491419,10,039323
0:-3,065026,2,376458,10,115964
0:-2,950065,2,836302,10,307566
0:-2,643503,2,797982,10,575808
0:-2,030378,3,181185,10,614128
0:-1,647175,2,989583,10,192604
0:-1,417253,3,104544,10,001003
0:-1,340612,3,027904,9,771081
0:-1,608854,3,027904,9,387877
0:-1,953737,2,797982,9,081315
0:-2,336940,2,874622,9,234596
0:-2,643503,3,104544,9,464519
0:-2,988386,3,219505,9,272917
0:-2,911745,3,564388,9,196277
0:-2,950065,3,296146,9,426198
0:-2,145339,3,411107,9,656120
0:-1,378932,3,411107,9,771081
0:-0,689167,3,755989,9,732760
0:-0,689167,3,564388,9,962683
0:-0,919089,3,526067,9,886042
0:-0,880768,3,679349,9,809402
0:-1,149011,3,717669,9,617800
0:-1,302292,3,641028,9,426198
0:-1,378932,3,832630,9,809402
0:-1,225651,3,985911,10,077643
0:-0,804128,3,985911,10,729089
0:0,077239,4,024231,10,767409
0:0,268841,3,870950,10,767409
0:0,613724,3,794310,10,307566
