0:-1,877097,1,035247,10,959011
0:-1,800456,-0,152682,10,959011
0:-1,992057,0,038919,10,882370
0:-2,451901,0,345482,10,575808
0:-2,375261,0,345482,10,307566
0:-2,145339,0,690364,10,154284
0:-1,762136,0,268841,9,962683
0:-1,225651,0,115560,10,115964
0:-0,612526,0,192200,10,115964
0:-0,114362,0,230521,10,307566
0:-0,076042,-0,076042,10,154284
0:-0,114362,0,077239,10,077643
0:-0,382604,-0,152682,9,924362
0:-0,650847,0,230521,9,771081
0:-0,804128,0,345482,10,077643
0:-1,072370,0,383802,10,154284
0:-0,804128,0,307161,10,575808
0:-0,574206,0,115560,10,460847
0:-0,382604,0,000599,10,154284
0:-0,191003,0,230521,9,924362
0:0,230521,-0,382604,10,039323
0:0,307161,-0,535886,10,154284
0:0,498763,-0,535886,10,192604
0:0,460443,-0,267643,10,307566
0:0,383802,0,230521,10,690768
0:0,422122,0,038919,10,729089
0:0,307161,-0,191003,10,575808
0:0,115560,0,000599,10,460847
0:-0,152682,0,000599,9,962683
0:-0,420925,-0,191003,9,809402
0:-0,382604,-0,037722,9,387877
0:-0,765808,-0,076042,9,464519
0:-0,650847,-0,152682,9,656120
0:-0,191003,-0,535886,9,771081
0:0,000599,-0,612526,10,154284
0:0,153880,-0,497565,10,575808
0:0,652044,-0,305964,10,729089
0:0,881966,-0,305964,10,729089
0:0,996927,-0,344284,10,614128
0:0,575403,-0,229323,10,345885
0:0,690364,0,038919,9,962683
0:0,345482,-0,114362,9,924362
0:0,153880,-0,344284,9,809402
0:-0,114362,-0,459245,9,847721
0:0,000599,-0,420925,10,154284
0:-0,037722,-0,229323,10,690768
0:0,115560,-0,344284,10,690768
0:0,345482,-0,382604,10,422526
0:0,728685,-0,535886,10,614128
0:0,690364,-0,459245,10,269245
0:0,767005,-0,497565,10,192604
0:1,073568,-0,152682,10,307566
0:1,035247,-0,344284,10,499166
0:1,035247,-0,344284,10,384206
0:1,380130,-0,535886,10,230925
0:0,996927,-0,382604,10,499166
0:1,111888,-0,152682,10,460847
0:1,188528,-0,535886,10,690768
0:0,996927,-0,497565,10,230925
0:1,035247,-0,420925,10,269245
0:0,958607,-0,420925,9,962683
0:0,728685,-0,382604,9,694440
0:0,958607,-0,152682,9,886042
0:0,498763,0,000599,10,269245
0:0,613724,-0,382604,10,422526
0:0,920286,-0,420925,10,614128
0:0,805325,-0,459245,10,690768
0:0,920286,-0,459245,10,575808
0:0,958607,-0,612526,10,230925
0:1,150208,-0,612526,10,384206
0:1,150208,-0,612526,10,115964
0:1,265169,-0,420925,10,192604
0:1,265169,-0,229323,10,192604
0:1,610052,0,000599,10,345885
0:1,839974,0,307161,10,422526
0:2,031575,0,115560,10,652448
0:2,146536,0,000599,10,614128
0:1,916614,0,192200,10,575808
0:2,414778,0,115560,10,537487
0:2,338138,0,345482,10,269245
0:2,223177,0,230521,9,771081
0:2,529739,0,268841,9,464519
0:2,184857,0,383802,9,426198
0:2,299818,0,498763,9,464519
0:2,146536,0,575403,9,502839
0:2,299818,0,767005,9,656120
0:2,951263,0,613724,10,307566
0:2,874622,0,575403,10,269245
0:3,296146,0,728685,10,422526
0:3,296146,0,383802,10,499166
0:3,296146,0,422122,10,307566
0:3,219505,0,690364,10,039323
0:2,989583,0,690364,9,771081
0:2,644700,0,537083,9,426198
0:2,069896,0,881966,9,081315
0:2,031575,1,035247,9,119636
0:1,954935,1,073568,8,928034
0:1,954935,1,111888,8,966354
0:2,338138,1,111888,9,464519
0:2,491419,0,881966,9,771081
0:2,453099,1,150208,9,886042
0:2,529739,1,188528,10,384206
0:2,108216,1,111888,10,269245
0:1,993255,0,881966,10,115964
0:1,495091,1,073568,9,771081
0:1,533411,1,571732,6,667136
0:1,495091,1,380130,8,698112
0:1,533411,1,188528,9,579479
0:1,878294,1,265169,10,154284
0:1,648372,0,728685,11,188932
0:1,763333,0,690364,11,112292
0:2,223177,1,188528,10,575808
0:2,414778,0,767005,10,460847
0:2,606380,1,111888,10,077643
0:2,529739,1,188528,10,001003
0:2,184857,1,265169,10,192604
0:1,725013,1,073568,10,192604
